question,bloom_level,source, language
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,Evaluate,figshare_exam_questions,en
Evaluate whether their model is a true representation of the local environment.,Evaluate,figshare_exam_questions,en
Evaluate why a monopolist holds more undesirable characteristics in comparison to a perfect competitor. Give evidence from the graph to support your answer.,Evaluate,figshare_exam_questions,en
Evaluate your own or a peer's essay in terms of the principles of composition discussed during the semester.,Evaluate,figshare_exam_questions,en
Evaluate your sketch with ADDIE's model procedure.,Evaluate,figshare_exam_questions,en
Evaluate your sketch with ASSURE's model procedure.,Evaluate,figshare_exam_questions,en
Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,Evaluate,figshare_exam_questions,en
Explain TWO (2) ways on how monopoly harms consumers and hurts the economy. Justify and illustrate your answers.,Evaluate,figshare_exam_questions,en
Explain and justify a new budget.,Evaluate,figshare_exam_questions,en
Explain any FOUR (4) elements of vertical downward communication. Support your explanation with an example for each element on how they are beneficial to an organization.,Evaluate,figshare_exam_questions,en
Explain choices made in making recommendations to an end user.,Evaluate,figshare_exam_questions,en
Explain the Media Richness Model. Use the model to discuss how managers can pick the best channel in communicating with staff and support your discussion with a scenario.,Evaluate,figshare_exam_questions,en
Explain the criteria to be a substantial shareholder in Malaysia. Illustrate what and when a substantial shareholder of a listed company need to comply when he/she holds the directorship in it.,Evaluate,figshare_exam_questions,en
"Explain the definition of a “robust model”. Specifically, if a manager exclaimed “The calculated EOQ is wrong because the actual demand is 10% greater than estimated”, justify your response.",Evaluate,figshare_exam_questions,en
"Explain the meaning of the expression ""robust model"". Specifically, justify your response if you heard a manager exclaim 'Uh-oh, we're in trouble! The calculated EOQ is wrong; actual demand is 10% greater than estimated'.",Evaluate,figshare_exam_questions,en
Explain whether Howard can have the video streamed effectively at 1 Mbps data rate on a 1 Mbps Internet connection.,Evaluate,figshare_exam_questions,en
Fertilizer that is extremely high in phosphorus content is essential for flowering. Justify.,Evaluate,figshare_exam_questions,en
Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,Evaluate,figshare_exam_questions,en
"Given an argument on any position, enumerate the logical fallacies in that argument.",Evaluate,figshare_exam_questions,en
"Given the data available on a research question, take a position and defend it.",Evaluate,figshare_exam_questions,en
"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluate,figshare_exam_questions,en
"Given the two solutions to the stated programming problem, rate the solutions in terms of efficiency and readability.",Evaluate,figshare_exam_questions,en
"Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",Evaluate,figshare_exam_questions,en
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluate,figshare_exam_questions,en
HTTP is a stateless protocol. Justify.,Evaluate,figshare_exam_questions,en
How Do You Think One Should Reason in Making Ethical Decisions in Business,Evaluate,figshare_exam_questions,en
How do you think the community should grow or change,Evaluate,figshare_exam_questions,en
How effective are . . .?,Evaluate,figshare_exam_questions,en
How would you decide about...?,Evaluate,figshare_exam_questions,en
How would you feel if . . .?,Evaluate,figshare_exam_questions,en
How would you have handled . . .?,Evaluate,figshare_exam_questions,en
How would you justify . . . ?,Evaluate,figshare_exam_questions,en
How would you rank the items given the criteria ?,Evaluate,figshare_exam_questions,en
Identify and explain another graphical diagram besides network diagram which is useful for planning and scheduling. Evaluate the graphical diagram.,Evaluate,figshare_exam_questions,en
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",Evaluate,figshare_exam_questions,en
"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer.",Evaluate,figshare_exam_questions,en
